,height,weight,size,color
2936,180.34,70.30681735,L,yellow
2937,177.8,86.1825503,S,red
2938,172.72,76.20351816,M,green
2939,172.72,61.23496995,L,yellow
2940,177.8,77.1107029,XS,blue
2941,165.1,67.58526313,M,green
2942,172.72,61.23496995,XS,blue
2943,185.42000000000002,117.9340162,S,red
2944,172.72,85.27536556,S,red
2945,177.8,71.66759446,L,yellow
2946,187.96,111.13013065000001,S,red
2947,182.88,88.90410452,L,yellow
2948,182.88,108.8621688,L,yellow
2949,167.64000000000001,63.04933943,S,red
2950,185.42000000000002,95.2543977,XL,purple
2951,172.72,83.91458845000001,L,yellow
2952,182.88,86.1825503,M,green
2953,187.96,83.91458845000001,,
2954,172.72,77.1107029,,
2955,185.42000000000002,80.73944186,,
2956,170.18,74.84274105,,
2957,175.26,68.0388555,,
2958,170.18,68.49244787,,
2959,185.42000000000002,108.8621688,,
2960,162.56,71.66759446,,
2961,185.42000000000002,80.28584949,,
2962,177.8,103.87265273,,
2963,175.26,61.23496995,,
2964,175.26,90.718474,,
2965,177.8,61.23496995,,
2966,165.1,70.30681735,,
2967,180.34,109.31576117,,
2968,162.56,55.791861510000004,,
2969,167.64000000000001,90.718474,,
2970,190.5,81.6466266,,
2971,185.42000000000002,92.98643585,,
2972,172.72,86.1825503,,
2973,172.72,90.718474,,
2974,193.04,145.60315077,,
2975,182.88,74.84274105,,
2976,180.34,106.59420695,,
2977,180.34,102.05828325,,
2978,170.18,63.502931800000006,,
2979,172.72,62.59574706,,
2980,190.5,102.05828325,,
2981,180.34,70.30681735,,
2982,195.58,95.2543977,,
2983,175.26,77.1107029,,
2984,177.8,86.1825503,,
2985,187.96,72.57477920000001,,
2986,165.1,68.0388555,,
2987,187.96,111.13013065000001,,
2988,180.34,102.05828325,,
2989,172.72,88.45051215000001,,
2990,175.26,90.718474,,
2991,167.64000000000001,81.6466266,,
2992,170.18,79.37866475,,
2993,170.18,76.20351816,,
2994,170.18,91.17206637000001,,
2995,185.42000000000002,68.0388555,,
2996,180.34,86.1825503,,
2997,167.64000000000001,69.39963261,,
2998,177.8,88.45051215000001,,
2999,172.72,72.57477920000001,,
3000,172.72,77.1107029,,
3001,185.42000000000002,95.2543977,,
3002,182.88,92.07925111,,
3003,185.42000000000002,88.90410452,,
3004,180.34,86.1825503,,
3005,177.8,74.38914868,,
3006,180.34,104.32624510000001,,
3007,172.72,95.2543977,,
3008,180.34,95.2543977,,
3009,175.26,88.90410452,,
3010,182.88,95.2543977,,
3011,187.96,88.45051215000001,,
3012,167.64000000000001,81.6466266,,
3013,180.34,79.37866475,,
3014,177.8,87.54332741,,
3015,180.34,92.98643585,,
3016,175.26,92.98643585,,
3017,185.42000000000002,68.0388555,,
3018,182.88,77.1107029,,
3019,175.26,92.98643585,,
3020,193.04,92.98643585,,
3021,167.64000000000001,79.37866475,,
3022,177.8,104.32624510000001,,
3023,182.88,74.84274105,,
3024,175.26,83.91458845000001,,
3025,167.64000000000001,81.6466266,,
3026,185.42000000000002,95.2543977,,
3027,185.42000000000002,92.53284348000001,,
3028,172.72,73.48196394,,
3029,167.64000000000001,73.02837157,,
3030,172.72,80.73944186,,
3031,177.8,84.36818082,,
3032,180.34,74.84274105,,
3033,175.26,86.1825503,,
3034,182.88,83.91458845000001,,
3035,177.8,97.52235955,,
3036,180.34,81.19303423000001,,
3037,167.64000000000001,81.6466266,,
3038,180.34,86.1825503,,
3039,177.8,88.45051215000001,,
3040,175.26,70.30681735,,
3041,180.34,83.46099608,,
3042,170.18,77.1107029,,
3043,185.42000000000002,83.91458845000001,,
3044,185.42000000000002,113.3980925,,
3045,177.8,79.37866475,,
3046,185.42000000000002,86.1825503,,
3047,177.8,76.65711053,,
3048,177.8,80.28584949,,
3049,177.8,83.91458845000001,,
3050,180.34,93.44002822,,
3051,177.8,87.54332741,,
3052,177.8,81.6466266,,
3053,187.96,102.51187562000001,,
3054,170.18,70.30681735,,
3055,172.72,81.6466266,,
3056,172.72,89.81128926000001,,
3057,182.88,86.1825503,,
3058,180.34,89.81128926000001,,
3059,170.18,68.0388555,,
3060,177.8,76.20351816,,
3061,198.12,106.59420695,,
3062,172.72,66.22448602,,
3063,182.88,95.2543977,,
3064,167.64000000000001,77.1107029,,
3065,157.48,63.502931800000006,,
3066,170.18,78.92507238,,
3067,180.34,95.2543977,,
3068,182.88,77.1107029,,
3069,180.34,85.72895793,,
3070,175.26,91.62565874,,
3071,175.26,81.6466266,,
3072,175.26,88.45051215000001,,
3073,185.42000000000002,83.91458845000001,,
3074,187.96,83.00740371,,
3075,177.8,84.82177319,,
3076,172.72,63.502931800000006,,
3077,170.18,77.1107029,,
3078,182.88,92.07925111,,
3079,175.26,71.66759446,,
3080,182.88,109.31576117,,
3081,177.8,95.2543977,,
3082,180.34,81.6466266,,
3083,177.8,97.52235955,,
3084,177.8,63.502931800000006,,
3085,167.64000000000001,79.37866475,,
3086,190.5,83.91458845000001,,
3087,177.8,76.20351816,,
3088,180.34,92.98643585,,
3089,170.18,79.37866475,,
3090,175.26,95.2543977,,
3091,175.26,77.56429527,,
3092,157.48,56.69904625,,
3093,172.72,72.57477920000001,,
3094,187.96,104.32624510000001,,
3095,185.42000000000002,71.66759446,,
3096,185.42000000000002,95.2543977,,
3097,190.5,103.87265273,,
3098,182.88,92.53284348000001,,
3099,195.58,102.05828325,,
3100,180.34,70.30681735,,
3101,182.88,92.53284348000001,,
3102,167.64000000000001,68.0388555,,
3103,195.58,108.8621688,,
3104,187.96,95.2543977,,
3105,177.8,89.35769689,,
3106,187.96,97.52235955,,
3107,175.26,90.718474,,
3108,177.8,85.27536556,,
3109,167.64000000000001,56.69904625,,
3110,180.34,94.80080533,,
3111,172.72,85.27536556,,
3112,172.72,86.1825503,,
3113,177.8,83.91458845000001,,
3114,167.64000000000001,83.91458845000001,,
3115,185.42000000000002,99.79032140000001,,
3116,175.26,82.10021897,,
3117,172.72,95.2543977,,
3118,185.42000000000002,97.52235955,,
3119,172.72,86.63614267,,
3120,180.34,68.0388555,,
3121,175.26,61.23496995,,
3122,162.56,74.84274105,,
3123,177.8,63.502931800000006,,
3124,185.42000000000002,86.1825503,,
3125,175.26,86.1825503,,
3126,175.26,87.99691978,,
3127,167.64000000000001,75.74992579,,
3128,157.48,62.142154690000005,,
3129,172.72,74.84274105,,
3130,167.64000000000001,80.73944186,,
3131,182.88,95.2543977,,
3132,182.88,77.1107029,,
3133,185.42000000000002,83.46099608,,
3134,175.26,83.46099608,,
3135,182.88,104.32624510000001,,
3136,182.88,78.92507238,,
3137,165.1,80.73944186,,
3138,190.5,111.13013065000001,,
3139,180.34,105.68702221000001,,
3140,177.8,103.41906036,,
3141,175.26,83.46099608,,
3142,190.5,113.3980925,,
3143,187.96,101.60469088,,
3144,180.34,81.19303423000001,,
3145,175.26,70.30681735,,
3146,180.34,98.88313666,,
3147,177.8,95.2543977,,
3148,172.72,83.00740371,,
3149,177.8,113.3980925,,
3150,187.96,83.91458845000001,,
3151,167.64000000000001,90.718474,,
3152,182.88,85.27536556,,
3153,175.26,95.2543977,,
3154,177.8,97.52235955,,
3155,175.26,100.69750614,,
3156,175.26,88.45051215000001,,
3157,175.26,99.79032140000001,,
3158,170.18,90.718474,,
3159,177.8,95.2543977,,
3160,185.42000000000002,113.3980925,,
3161,165.1,72.57477920000001,,
3162,175.26,74.84274105,,
3163,172.72,79.37866475,,
3164,182.88,81.6466266,,
3165,182.88,90.718474,,
3166,190.5,74.84274105,,
3167,187.96,83.00740371,,
3168,182.88,83.91458845000001,,
3169,180.34,90.718474,,
3170,182.88,103.41906036,,
3171,185.42000000000002,81.6466266,,
3172,198.12,99.79032140000001,,
3173,185.42000000000002,95.2543977,,
3174,170.18,71.66759446,,
3175,170.18,61.23496995,,
3176,190.5,81.6466266,,
3177,175.26,76.65711053,,
3178,180.34,92.98643585,,
3179,167.64000000000001,95.2543977,,
3180,175.26,82.55381134000001,,
3181,187.96,88.45051215000001,,
3182,185.42000000000002,92.98643585,,
3183,180.34,63.502931800000006,,
3184,167.64000000000001,77.1107029,,
3185,180.34,68.0388555,,
3186,180.34,86.1825503,,
3187,177.8,80.73944186,,
3188,175.26,74.84274105,,
3189,187.96,104.32624510000001,,
3190,193.04,100.24391377,,
3191,182.88,81.6466266,,
3192,175.26,77.1107029,,
3193,180.34,106.59420695,,
3194,182.88,83.46099608,,
3195,167.64000000000001,77.1107029,,
3196,177.8,63.502931800000006,,
3197,170.18,64.41011654,,
3198,170.18,74.84274105,,
3199,170.18,68.0388555,,
3200,175.26,83.00740371,,
3201,187.96,104.32624510000001,,
3202,170.18,81.6466266,,
3203,180.34,91.17206637000001,,
3204,177.8,95.2543977,,
3205,165.1,70.76040972,,
3206,187.96,120.20197805000001,,
3207,190.5,95.2543977,,
3208,152.4,72.57477920000001,,
3209,180.34,102.05828325,,
3210,182.88,90.26488163,,
3211,187.96,104.32624510000001,,
3212,170.18,70.30681735,,
3213,180.34,86.1825503,,
3214,167.64000000000001,77.1107029,,
3215,177.8,77.1107029,,
3216,177.8,77.56429527,,
3217,167.64000000000001,52.61671492,,
3218,177.8,69.39963261,,
3219,170.18,83.91458845000001,,
3220,180.34,88.45051215000001,,
3221,165.1,75.29633342000001,,
3222,187.96,65.77089365,,
3223,172.72,54.4310844,,
3224,182.88,95.2543977,,
3225,167.64000000000001,72.57477920000001,,
3226,177.8,90.718474,,
3227,193.04,104.32624510000001,,
3228,175.26,67.13167076,,
3229,170.18,68.0388555,,
3230,193.04,113.3980925,,
3231,187.96,79.37866475,,
3232,167.64000000000001,83.91458845000001,,
3233,187.96,92.98643585,,
3234,180.34,81.19303423000001,,
3235,177.8,83.00740371,,
3236,180.34,68.0388555,,
3237,170.18,80.73944186,,
3238,175.26,92.98643585,,
3239,172.72,79.37866475,,
3240,187.96,81.6466266,,
3241,187.96,88.45051215000001,,
3242,182.88,79.37866475,,
3243,190.5,102.05828325,,
3244,182.88,83.91458845000001,,
3245,195.58,108.8621688,,
3246,177.8,103.41906036,,
3247,172.72,78.47148001000001,,
3248,172.72,71.21400209000001,,
3249,170.18,79.37866475,,
3250,175.26,79.37866475,,
3251,180.34,79.83225712000001,,
3252,167.64000000000001,87.54332741,,
3253,175.26,76.65711053,,
3254,167.64000000000001,90.718474,,
3255,170.18,77.1107029,,
3256,180.34,87.99691978,,
3257,177.8,88.90410452,,
3258,180.34,88.45051215000001,,
3259,185.42000000000002,97.52235955,,
3260,182.88,108.8621688,,
3261,167.64000000000001,77.1107029,,
3262,177.8,79.37866475,,
3263,180.34,67.13167076,,
3264,167.64000000000001,56.69904625,,
3265,177.8,86.1825503,,
3266,170.18,64.41011654,,
3267,187.96,92.98643585,,
3268,177.8,76.65711053,,
3269,170.18,68.0388555,,
3270,182.88,80.73944186,,
3271,182.88,74.84274105,,
3272,172.72,63.502931800000006,,
3273,172.72,68.0388555,,
3274,175.26,82.55381134000001,,
3275,177.8,78.01788764,,
3276,182.88,84.36818082,,
3277,180.34,95.2543977,,
3278,167.64000000000001,78.47148001000001,,
3279,177.8,73.48196394,,
3280,167.64000000000001,72.57477920000001,,
3281,177.8,74.84274105,,
3282,167.64000000000001,97.52235955,,
3283,185.42000000000002,95.2543977,,
3284,175.26,68.0388555,,
3285,182.88,85.27536556,,
3286,172.72,79.37866475,,
3287,170.18,95.2543977,,
3288,185.42000000000002,83.91458845000001,,
3289,187.96,95.2543977,,
3290,180.34,108.8621688,,
3291,182.88,91.17206637000001,,
3292,180.34,104.32624510000001,,
3293,177.8,65.77089365,,
3294,175.26,80.73944186,,
3295,177.8,87.08973504000001,,
3296,187.96,96.61517481,,
3297,170.18,70.30681735,,
3298,177.8,72.57477920000001,,
3299,180.34,99.79032140000001,,
3300,172.72,86.1825503,,
3301,172.72,72.57477920000001,,
3302,180.34,99.79032140000001,,
3303,185.42000000000002,68.94604024,,
3304,185.42000000000002,88.45051215000001,,
3305,175.26,84.82177319,,
3306,182.88,89.81128926000001,,
3307,177.8,97.06876718000001,,
3308,170.18,74.84274105,,
3309,167.64000000000001,78.47148001000001,,
3310,167.64000000000001,58.9670081,,
3311,167.64000000000001,70.30681735,,
3312,175.26,80.73944186,,
3313,177.8,77.1107029,,
3314,170.18,68.0388555,,
3315,182.88,95.2543977,,
3316,195.58,81.6466266,,
3317,182.88,72.57477920000001,,
3318,175.26,105.23342984,,
3319,187.96,92.98643585,,
3320,165.1,95.2543977,,
3321,170.18,99.79032140000001,,
3322,187.96,68.94604024,,
3323,187.96,81.19303423000001,,
3324,175.26,88.45051215000001,,
3325,175.26,88.90410452,,
3326,180.34,79.37866475,,
3327,190.5,84.36818082,,
3328,165.1,63.04933943,,
3329,177.8,90.718474,,
3330,182.88,97.52235955,,
3331,165.1,71.66759446,,
3332,177.8,86.1825503,,
3333,180.34,79.83225712000001,,
3334,172.72,94.34721296000001,,
3335,172.72,86.1825503,,
3336,195.58,98.88313666,,
3337,175.26,61.23496995,,
3338,175.26,108.8621688,,
3339,180.34,92.98643585,,
3340,170.18,70.30681735,,
3341,172.72,73.93555631000001,,
3342,162.56,69.39963261,,
3343,187.96,108.8621688,,
3344,167.64000000000001,102.05828325,,
3345,177.8,72.57477920000001,,
3346,175.26,99.79032140000001,,
3347,177.8,88.45051215000001,,
3348,167.64000000000001,92.98643585,,
3349,172.72,77.1107029,,
3350,165.1,88.45051215000001,,
3351,167.64000000000001,81.6466266,,
3352,177.8,83.91458845000001,,
3353,177.8,92.98643585,,
3354,180.34,99.79032140000001,,
3355,172.72,81.19303423000001,,
3356,182.88,79.37866475,,
3357,193.04,111.13013065000001,,
3358,170.18,78.92507238,,
3359,193.04,124.73790175,,
3360,180.34,81.6466266,,
3361,170.18,79.37866475,,
3362,177.8,83.91458845000001,,
3363,172.72,82.10021897,,
3364,175.26,86.1825503,,
3365,180.34,83.91458845000001,,
3366,177.8,102.05828325,,
3367,175.26,90.718474,,
3368,182.88,70.30681735,,
3369,187.96,99.79032140000001,,
3370,175.26,79.37866475,,
3371,180.34,95.2543977,,
3372,175.26,72.57477920000001,,
3373,167.64000000000001,65.77089365,,
3374,182.88,104.32624510000001,,
3375,180.34,95.2543977,,
3376,180.34,111.13013065000001,,
3377,180.34,88.45051215000001,,
3378,187.96,83.91458845000001,,
3379,175.26,83.91458845000001,,
3380,177.8,83.91458845000001,,
3381,172.72,74.84274105,,
3382,180.34,74.38914868,,
3383,182.88,79.37866475,,
3384,177.8,92.53284348000001,,
3385,172.72,70.76040972,,
3386,200.66,102.05828325,,
3387,177.8,86.1825503,,
3388,187.96,99.79032140000001,,
3389,175.26,58.9670081,,
3390,182.88,77.1107029,,
3391,170.18,65.77089365,,
3392,180.34,112.03731539,,
3393,170.18,86.1825503,,
3394,177.8,83.91458845000001,,
3395,180.34,70.30681735,,
3396,185.42000000000002,74.84274105,,
3397,175.26,85.72895793,,
3398,177.8,91.62565874,,
3399,182.88,93.89362059,,
3400,182.88,90.718474,,
3401,182.88,97.52235955,,
3402,177.8,79.37866475,,
3403,195.58,78.92507238,,
3404,170.18,95.2543977,,
3405,182.88,108.8621688,,
3406,193.04,85.27536556,,
3407,182.88,108.8621688,,
3408,190.5,97.52235955,,
3409,170.18,63.502931800000006,,
3410,180.34,93.89362059,,
3411,167.64000000000001,77.1107029,,
3412,185.42000000000002,90.718474,,
3413,177.8,106.59420695,,
3414,175.26,58.9670081,,
3415,180.34,86.1825503,,
3416,170.18,68.0388555,,
3417,165.1,83.00740371,,
3418,175.26,102.05828325,,
3419,180.34,76.20351816,,
3420,170.18,86.1825503,,
3421,172.72,99.79032140000001,,
3422,180.34,97.52235955,,
3423,198.12,71.21400209000001,,
3424,180.34,88.45051215000001,,
3425,167.64000000000001,99.79032140000001,,
3426,160.02,68.0388555,,
3427,182.88,106.59420695,,
3428,193.04,92.98643585,,
3429,182.88,97.52235955,,
3430,175.26,107.95498406,,
3431,172.72,71.21400209000001,,
3432,175.26,73.93555631000001,,
3433,175.26,111.13013065000001,,
3434,172.72,68.0388555,,
3435,175.26,74.84274105,,
3436,182.88,99.79032140000001,,
3437,195.58,98.88313666,,
3438,185.42000000000002,111.13013065000001,,
3439,182.88,74.84274105,,
3440,170.18,97.52235955,,
3441,187.96,86.1825503,,
3442,182.88,122.4699399,,
3443,175.26,63.502931800000006,,
3444,180.34,96.16158244,,
3445,170.18,77.1107029,,
3446,170.18,71.66759446,,
3447,175.26,88.45051215000001,,
3448,187.96,99.79032140000001,,
3449,180.34,90.718474,,
3450,167.64000000000001,79.37866475,,
3451,175.26,88.45051215000001,,
3452,170.18,86.1825503,,
3453,170.18,65.77089365,,
3454,185.42000000000002,95.2543977,,
3455,185.42000000000002,78.01788764,,
3456,177.8,87.99691978,,
3457,180.34,88.90410452,,
3458,175.26,94.34721296000001,,
3459,180.34,99.79032140000001,,
3460,182.88,99.79032140000001,,
3461,170.18,87.54332741,,
3462,187.96,108.8621688,,
3463,180.34,73.48196394,,
3464,162.56,65.77089365,,
3465,187.96,102.05828325,,
3466,172.72,70.30681735,,
3467,193.04,87.08973504000001,,
3468,175.26,77.1107029,,
3469,185.42000000000002,77.1107029,,
3470,187.96,117.9340162,,
3471,167.64000000000001,99.79032140000001,,
3472,195.58,108.8621688,,
3473,182.88,104.32624510000001,,
3474,167.64000000000001,70.30681735,,
3475,180.34,102.51187562000001,,
3476,185.42000000000002,79.37866475,,
3477,177.8,90.718474,,
3478,172.72,81.6466266,,
3479,170.18,88.45051215000001,,
3480,185.42000000000002,81.6466266,,
3481,170.18,76.65711053,,
3482,190.5,90.718474,,
3483,175.26,79.37866475,,
3484,167.64000000000001,70.30681735,,
3485,180.34,74.84274105,,
3486,180.34,72.57477920000001,,
3487,175.26,79.37866475,,
3488,175.26,74.84274105,,
3489,167.64000000000001,72.57477920000001,,
3490,170.18,61.23496995,,
3491,167.64000000000001,79.37866475,,
3492,162.56,56.69904625,,
3493,180.34,72.57477920000001,,
3494,182.88,89.81128926000001,,
3495,187.96,72.57477920000001,,
3496,167.64000000000001,83.91458845000001,,
3497,180.34,72.57477920000001,,
3498,180.34,83.91458845000001,,
3499,182.88,80.28584949,,
3500,180.34,74.84274105,,
3501,172.72,74.84274105,,
3502,177.8,92.98643585,,
3503,182.88,83.91458845000001,,
3504,175.26,90.718474,,
3505,182.88,83.91458845000001,,
3506,180.34,88.45051215000001,,
3507,182.88,78.47148001000001,,
3508,162.56,63.502931800000006,,
3509,170.18,86.1825503,,
3510,167.64000000000001,70.30681735,,
3511,170.18,79.37866475,,
3512,170.18,86.1825503,,
3513,160.02,70.30681735,,
3514,175.26,81.6466266,,
3515,170.18,82.10021897,,
3516,170.18,88.90410452,,
3517,193.04,79.37866475,,
3518,177.8,76.20351816,,
3519,193.04,81.19303423000001,,
3520,193.04,95.2543977,,
3521,190.5,88.45051215000001,,
3522,180.34,92.98643585,,
3523,187.96,97.52235955,,
3524,172.72,91.62565874,,
3525,177.8,99.79032140000001,,
3526,172.72,78.01788764,,
3527,180.34,110.67653828,,
3528,175.26,99.79032140000001,,
3529,170.18,81.6466266,,
3530,170.18,70.30681735,,
3531,177.8,87.08973504000001,,
3532,175.26,84.36818082,,
3533,180.34,104.32624510000001,,
3534,172.72,79.37866475,,
3535,182.88,71.66759446,,
3536,177.8,83.91458845000001,,
3537,180.34,97.52235955,,
3538,165.1,99.79032140000001,,
3539,177.8,86.1825503,,
3540,180.34,79.37866475,,
3541,182.88,86.1825503,,
3542,180.34,102.05828325,,
3543,172.72,70.76040972,,
3544,182.88,85.72895793,,
3545,170.18,102.51187562000001,,
3546,177.8,83.91458845000001,,
3547,182.88,96.16158244,,
3548,172.72,68.0388555,,
3549,170.18,83.91458845000001,,
3550,185.42000000000002,92.98643585,,
3551,180.34,108.8621688,,
3552,177.8,95.2543977,,
3553,170.18,81.6466266,,
3554,165.1,72.57477920000001,,
3555,175.26,90.718474,,
3556,180.34,105.68702221000001,,
3557,180.34,102.96546799000001,,
3558,170.18,79.83225712000001,,
3559,175.26,83.46099608,,
3560,180.34,87.99691978,,
3561,175.26,88.90410452,,
3562,190.5,99.79032140000001,,
3563,185.42000000000002,113.3980925,,
3564,167.64000000000001,76.20351816,,
3565,187.96,112.94450013000001,,
3566,193.04,107.04779932000001,,
3567,180.34,126.55227123,,
3568,185.42000000000002,97.52235955,,
3569,172.72,90.718474,,
3570,167.64000000000001,79.37866475,,
3571,172.72,87.08973504000001,,
3572,182.88,95.70799007000001,,
3573,180.34,82.55381134000001,,
3574,170.18,70.30681735,,
3575,175.26,93.44002822,,
3576,175.26,90.718474,,
3577,180.34,92.98643585,,
3578,190.5,102.05828325,,
3579,180.34,72.57477920000001,,
3580,175.26,61.23496995,,
3581,170.18,70.30681735,,
3582,175.26,77.56429527,,
3583,182.88,78.01788764,,
3584,172.72,117.9340162,,
3585,190.5,107.50139169,,
3586,175.26,79.37866475,,
3587,172.72,74.84274105,,
3588,170.18,72.57477920000001,,
3589,180.34,81.6466266,,
3590,180.34,81.6466266,,
3591,172.72,79.37866475,,
3592,177.8,81.6466266,,
3593,177.8,70.30681735,,
3594,185.42000000000002,99.79032140000001,,
3595,175.26,79.83225712000001,,
3596,172.72,79.37866475,,
3597,190.5,108.8621688,,
3598,180.34,75.29633342000001,,
3599,185.42000000000002,95.2543977,,
3600,175.26,83.91458845000001,,
3601,180.34,83.46099608,,
3602,170.18,72.57477920000001,,
3603,170.18,77.1107029,,
3604,180.34,78.47148001000001,,
3605,172.72,99.33672903,,
3606,175.26,83.91458845000001,,
3607,170.18,92.98643585,,
3608,180.34,83.91458845000001,,
3609,190.5,129.27382545,,
3610,172.72,83.91458845000001,,
3611,180.34,78.47148001000001,,
3612,172.72,109.76935354000001,,
3613,167.64000000000001,68.0388555,,
3614,170.18,68.0388555,,
3615,175.26,63.502931800000006,,
3616,165.1,68.0388555,,
3617,172.72,71.21400209000001,,
3618,175.26,91.17206637000001,,
3619,167.64000000000001,79.37866475,,
3620,193.04,122.4699399,,
3621,172.72,79.37866475,,
3622,187.96,88.90410452,,
3623,172.72,86.1825503,,
3624,182.88,83.91458845000001,,
3625,185.42000000000002,95.2543977,,
3626,177.8,83.91458845000001,,
3627,175.26,68.0388555,,
3628,182.88,90.718474,,
3629,177.8,75.74992579,,
3630,172.72,69.85322498000001,,
3631,180.34,77.1107029,,
3632,180.34,87.08973504000001,,
3633,180.34,90.718474,,
3634,190.5,86.1825503,,
3635,170.18,58.513415730000006,,
3636,182.88,129.27382545,,
3637,180.34,90.718474,,
3638,170.18,83.00740371,,
3639,187.96,78.47148001000001,,
3640,177.8,79.37866475,,
3641,190.5,115.66605435000001,,
3642,170.18,68.94604024,,
3643,167.64000000000001,98.88313666,,
3644,175.26,77.1107029,,
3645,172.72,70.30681735,,
3646,193.04,83.91458845000001,,
3647,172.72,70.30681735,,
3648,182.88,73.93555631000001,,
3649,170.18,72.57477920000001,,
3650,177.8,95.2543977,,
3651,175.26,81.19303423000001,,
3652,180.34,86.63614267,,
3653,182.88,79.37866475,,
3654,180.34,92.98643585,,
3655,182.88,95.2543977,,
3656,170.18,89.35769689,,
3657,172.72,86.1825503,,
3658,162.56,60.32778521,,
3659,175.26,106.59420695,,
3660,175.26,79.37866475,,
3661,165.1,79.37866475,,
3662,182.88,90.718474,,
3663,182.88,113.3980925,,
3664,182.88,109.76935354000001,,
3665,175.26,95.2543977,,
3666,172.72,89.81128926000001,,
3667,180.34,107.50139169,,
3668,185.42000000000002,53.523899660000005,,
3669,177.8,95.70799007000001,,
3670,182.88,96.16158244,,
3671,182.88,77.56429527,,
3672,172.72,84.36818082,,
3673,172.72,90.718474,,
3674,170.18,85.27536556,,
3675,165.1,79.37866475,,
3676,175.26,83.91458845000001,,
3677,170.18,86.1825503,,
3678,190.5,88.45051215000001,,
3679,167.64000000000001,67.58526313,,
3680,190.5,94.80080533,,
3681,185.42000000000002,95.2543977,,
3682,182.88,97.52235955,,
3683,187.96,81.19303423000001,,
3684,182.88,80.73944186,,
3685,172.72,65.77089365,,
3686,177.8,83.91458845000001,,
3687,180.34,90.718474,,
3688,190.5,89.35769689,,
3689,167.64000000000001,79.37866475,,
3690,180.34,109.76935354000001,,
3691,177.8,83.91458845000001,,
3692,177.8,87.08973504000001,,
3693,165.1,81.6466266,,
3694,172.72,107.95498406,,
3695,187.96,70.30681735,,
3696,185.42000000000002,96.61517481,,
3697,190.5,122.4699399,,
3698,182.88,95.2543977,,
3699,170.18,89.81128926000001,,
3700,175.26,85.27536556,,
3701,170.18,90.26488163,,
3702,193.04,121.56275516000001,,
3703,175.26,102.05828325,,
3704,182.88,89.81128926000001,,
3705,187.96,68.0388555,,
3706,187.96,89.35769689,,
3707,180.34,115.66605435000001,,
3708,180.34,90.718474,,
3709,185.42000000000002,104.32624510000001,,
3710,172.72,79.83225712000001,,
3711,177.8,97.52235955,,
3712,177.8,99.79032140000001,,
3713,175.26,83.91458845000001,,
3714,175.26,72.57477920000001,,
3715,180.34,68.0388555,,
3716,187.96,102.05828325,,
3717,187.96,96.61517481,,
3718,193.04,133.80974915000002,,
3719,185.42000000000002,88.45051215000001,,
3720,182.88,83.00740371,,
3721,175.26,65.77089365,,
3722,177.8,93.44002822,,
3723,180.34,93.89362059,,
3724,172.72,77.1107029,,
3725,170.18,86.1825503,,
3726,167.64000000000001,67.13167076,,
3727,172.72,82.10021897,,
3728,170.18,79.37866475,,
3729,162.56,88.45051215000001,,
3730,165.1,67.58526313,,
3731,165.1,78.01788764,,
3732,162.56,97.52235955,,
3733,170.18,57.60623099,,
3734,180.34,79.37866475,,
3735,187.96,97.52235955,,
3736,180.34,79.83225712000001,,
3737,172.72,71.21400209000001,,
3738,177.8,107.50139169,,
3739,167.64000000000001,68.0388555,,
3740,182.88,81.6466266,,
3741,182.88,74.84274105,,
3742,180.34,77.1107029,,
3743,187.96,117.9340162,,
3744,180.34,69.85322498000001,,
3745,185.42000000000002,90.718474,,
3746,165.1,104.32624510000001,,
3747,175.26,82.55381134000001,,
3748,180.34,81.6466266,,
3749,175.26,68.0388555,,
3750,177.8,99.79032140000001,,
3751,177.8,80.73944186,,
3752,162.56,86.1825503,,
3753,177.8,74.84274105,,
3754,172.72,89.35769689,,
3755,167.64000000000001,84.82177319,,
3756,170.18,97.97595192,,
3757,180.34,74.84274105,,
3758,180.34,77.56429527,,
3759,175.26,86.1825503,,
3760,193.04,81.6466266,,
3761,180.34,83.00740371,,
3762,170.18,90.718474,,
3763,165.1,66.67807839000001,,
3764,185.42000000000002,104.32624510000001,,
3765,165.1,72.57477920000001,,
3766,170.18,83.91458845000001,,
3767,172.72,82.10021897,,
3768,185.42000000000002,79.83225712000001,,
3769,172.72,60.32778521,,
3770,182.88,81.19303423000001,,
3771,177.8,70.30681735,,
3772,172.72,79.37866475,,
3773,177.8,61.23496995,,
3774,175.26,91.62565874,,
3775,187.96,95.2543977,,
3776,180.34,77.1107029,,
3777,185.42000000000002,88.45051215000001,,
3778,175.26,84.82177319,,
3779,170.18,81.6466266,,
3780,180.34,63.95652417,,
3781,177.8,80.73944186,,
3782,182.88,92.53284348000001,,
3783,170.18,84.82177319,,
3784,175.26,73.48196394,,
3785,185.42000000000002,61.23496995,,
3786,175.26,94.34721296000001,,
3787,180.34,99.79032140000001,,
3788,175.26,79.37866475,,
3789,177.8,83.91458845000001,,
3790,175.26,71.66759446,,
3791,175.26,81.6466266,,
3792,180.34,84.82177319,,
3793,177.8,99.79032140000001,,
3794,185.42000000000002,90.26488163,,
3795,187.96,109.76935354000001,,
3796,170.18,88.45051215000001,,
3797,170.18,94.80080533,,
3798,182.88,92.98643585,,
3799,180.34,87.54332741,,
3800,182.88,86.1825503,,
3801,182.88,97.52235955,,
3802,175.26,70.76040972,,
3803,185.42000000000002,96.16158244,,
