,height,weight,size,color
1486,154.94,61.23496995,L,yellow
1487,182.88,68.0388555,M,green
1488,170.18,78.47148001000001,M,green
1489,170.18,80.28584949,M,green
1490,162.56,74.84274105,L,yellow
1491,177.8,74.84274105,L,yellow
1492,167.64000000000001,104.32624510000001,M,green
1493,180.34,101.15109851000001,L,yellow
1494,172.72,78.47148001000001,XL,purple
1495,185.42000000000002,98.88313666,XL,purple
1496,177.8,77.56429527,S,red
1497,185.42000000000002,83.91458845000001,S,red
1498,185.42000000000002,90.718474,L,yellow
1499,180.34,74.84274105,L,yellow
1500,182.88,90.718474,L,yellow
1501,172.72,77.1107029,S,red
1502,182.88,79.37866475,M,green
1503,187.96,102.05828325,M,green
1504,177.8,72.57477920000001,L,yellow
1505,177.8,79.37866475,M,green
1506,195.58,96.16158244,L,yellow
1507,190.5,95.2543977,L,yellow
1508,172.72,81.6466266,L,yellow
1509,180.34,81.6466266,L,yellow
1510,185.42000000000002,97.97595192,L,yellow
1511,180.34,95.70799007000001,M,green
1512,172.72,74.84274105,M,green
1513,177.8,83.00740371,M,green
1514,175.26,90.718474,L,yellow
1515,167.64000000000001,61.23496995,L,yellow
1516,182.88,98.88313666,M,green
1517,185.42000000000002,101.15109851000001,L,yellow
1518,180.34,98.42954429000001,S,red
1519,170.18,77.1107029,XL,purple
1520,187.96,86.1825503,XS,blue
1521,175.26,90.718474,L,yellow
1522,165.1,75.74992579,S,red
1523,172.72,65.77089365,XS,blue
1524,167.64000000000001,81.6466266,M,green
1525,175.26,77.56429527,S,red
1526,182.88,83.91458845000001,XS,blue
1527,167.64000000000001,74.84274105,S,red
1528,182.88,106.59420695,L,yellow
1529,180.34,90.718474,M,green
1530,182.88,77.1107029,XS,blue
1531,187.96,93.89362059,L,yellow
1532,185.42000000000002,90.718474,XS,blue
1533,152.4,95.2543977,M,green
1534,190.5,99.79032140000001,M,green
1535,182.88,87.99691978,XL,purple
1536,180.34,92.98643585,M,green
1537,182.88,72.57477920000001,L,yellow
1538,190.5,86.1825503,M,green
1539,182.88,81.6466266,XL,purple
1540,182.88,84.36818082,L,yellow
1541,170.18,79.37866475,L,yellow
1542,182.88,99.79032140000001,M,green
1543,187.96,105.68702221000001,XL,purple
1544,170.18,77.1107029,XL,purple
1545,177.8,79.37866475,XL,purple
1546,172.72,70.30681735,L,yellow
1547,177.8,77.1107029,XS,blue
1548,175.26,74.84274105,M,green
1549,162.56,63.502931800000006,L,yellow
1550,167.64000000000001,61.23496995,XS,blue
1551,175.26,82.55381134000001,M,green
1552,182.88,91.17206637000001,M,green
1553,165.1,74.84274105,L,yellow
1554,182.88,90.718474,L,yellow
1555,193.04,104.32624510000001,L,yellow
1556,172.72,78.01788764,L,yellow
1557,180.34,90.718474,XL,purple
1558,175.26,72.57477920000001,XS,blue
1559,170.18,70.30681735,M,green
1560,160.02,71.66759446,M,green
1561,185.42000000000002,94.34721296000001,XL,purple
1562,172.72,68.0388555,S,red
1563,182.88,94.34721296000001,L,yellow
1564,172.72,94.80080533,M,green
1565,180.34,99.79032140000001,L,yellow
1566,167.64000000000001,76.20351816,XL,purple
1567,185.42000000000002,102.51187562000001,M,green
1568,175.26,102.05828325,L,yellow
1569,187.96,106.59420695,M,green
1570,190.5,120.20197805000001,L,yellow
1571,175.26,67.13167076,XS,blue
1572,175.26,74.84274105,M,green
1573,170.18,71.21400209000001,M,green
1574,190.5,78.47148001000001,M,green
1575,165.1,77.1107029,M,green
1576,177.8,115.66605435000001,M,green
1577,187.96,112.03731539,L,yellow
1578,180.34,89.81128926000001,M,green
1579,182.88,103.41906036,M,green
1580,165.1,68.0388555,XS,blue
1581,172.72,87.54332741,L,yellow
1582,167.64000000000001,87.54332741,L,yellow
1583,175.26,92.07925111,XS,blue
1584,175.26,78.01788764,L,yellow
1585,170.18,79.37866475,XS,blue
1586,175.26,71.66759446,XS,blue
1587,190.5,86.1825503,L,yellow
1588,180.34,81.6466266,S,red
1589,182.88,79.37866475,M,green
1590,175.26,97.52235955,XS,blue
1591,187.96,90.718474,M,green
1592,167.64000000000001,92.07925111,M,green
1593,195.58,97.52235955,S,red
1594,177.8,83.91458845000001,L,yellow
1595,180.34,72.57477920000001,L,yellow
1596,175.26,81.6466266,L,yellow
1597,177.8,70.76040972,M,green
1598,172.72,82.55381134000001,L,yellow
1599,177.8,63.502931800000006,L,yellow
1600,180.34,83.91458845000001,L,yellow
1601,177.8,90.718474,L,yellow
1602,167.64000000000001,58.05982336,M,green
1603,160.02,61.23496995,L,yellow
1604,172.72,83.00740371,XS,blue
1605,182.88,81.6466266,M,green
1606,187.96,93.89362059,L,yellow
1607,175.26,104.32624510000001,L,yellow
1608,177.8,102.05828325,M,green
1609,182.88,136.077711,XL,purple
1610,172.72,88.45051215000001,XL,purple
1611,182.88,74.84274105,M,green
1612,175.26,83.91458845000001,XS,blue
1613,185.42000000000002,79.37866475,M,green
1614,175.26,102.05828325,XL,purple
1615,182.88,90.718474,L,yellow
1616,172.72,91.17206637000001,S,red
1617,187.96,96.16158244,L,yellow
1618,162.56,69.39963261,S,red
1619,180.34,73.48196394,M,green
1620,180.34,90.718474,XL,purple
1621,180.34,79.83225712000001,M,green
1622,180.34,93.44002822,L,yellow
1623,193.04,81.6466266,XL,purple
1624,180.34,65.77089365,XL,purple
1625,165.1,74.38914868,L,yellow
1626,172.72,77.1107029,M,green
1627,167.64000000000001,88.45051215000001,XS,blue
1628,180.34,90.718474,L,yellow
1629,175.26,83.46099608,L,yellow
1630,182.88,106.14061458,L,yellow
1631,177.8,68.0388555,M,green
1632,187.96,95.2543977,M,green
1633,185.42000000000002,104.32624510000001,L,yellow
1634,185.42000000000002,95.2543977,L,yellow
1635,182.88,113.3980925,XL,purple
1636,165.1,72.57477920000001,XL,purple
1637,177.8,95.2543977,L,yellow
1638,175.26,88.45051215000001,XL,purple
1639,175.26,81.6466266,M,green
1640,177.8,83.91458845000001,M,green
1641,175.26,70.30681735,S,red
1642,180.34,97.52235955,XS,blue
1643,167.64000000000001,76.20351816,XL,purple
1644,182.88,116.11964672,M,green
1645,175.26,74.84274105,S,red
1646,182.88,92.98643585,M,green
1647,190.5,90.718474,XS,blue
1648,175.26,86.1825503,XS,blue
1649,180.34,102.05828325,L,yellow
1650,182.88,79.37866475,L,yellow
1651,175.26,63.502931800000006,XL,purple
1652,177.8,98.42954429000001,XL,purple
1653,185.42000000000002,81.6466266,XS,blue
1654,175.26,68.0388555,M,green
1655,180.34,106.59420695,M,green
1656,170.18,75.74992579,S,red
1657,180.34,86.1825503,XL,purple
1658,172.72,89.81128926000001,L,yellow
1659,185.42000000000002,81.6466266,L,yellow
1660,185.42000000000002,102.05828325,S,red
1661,187.96,92.98643585,S,red
1662,162.56,69.85322498000001,M,green
1663,175.26,69.85322498000001,S,red
1664,177.8,70.76040972,L,yellow
1665,180.34,67.13167076,L,yellow
1666,170.18,81.6466266,M,green
1667,165.1,66.22448602,M,green
1668,177.8,90.718474,L,yellow
1669,190.5,73.93555631000001,XS,blue
1670,177.8,68.0388555,L,yellow
1671,182.88,104.32624510000001,M,green
1672,180.34,81.6466266,L,yellow
1673,193.04,127.00586360000001,M,green
1674,172.72,82.10021897,L,yellow
1675,165.1,70.30681735,L,yellow
1676,190.5,112.49090776,M,green
1677,170.18,78.47148001000001,XS,blue
1678,167.64000000000001,75.74992579,M,green
1679,180.34,72.57477920000001,XS,blue
1680,175.26,83.91458845000001,L,yellow
1681,170.18,83.91458845000001,L,yellow
1682,170.18,61.23496995,L,yellow
1683,175.26,95.2543977,XS,blue
1684,172.72,88.45051215000001,M,green
1685,172.72,74.84274105,M,green
1686,193.04,99.79032140000001,XL,purple
1687,172.72,89.35769689,L,yellow
1688,170.18,104.32624510000001,L,yellow
1689,180.34,113.3980925,L,yellow
1690,175.26,85.27536556,L,yellow
1691,182.88,88.45051215000001,XL,purple
1692,190.5,102.05828325,M,green
1693,182.88,82.55381134000001,M,green
1694,187.96,124.73790175,XL,purple
1695,175.26,70.30681735,XS,blue
1696,175.26,72.57477920000001,S,red
1697,167.64000000000001,93.89362059,L,yellow
1698,172.72,74.84274105,M,green
1699,172.72,104.32624510000001,S,red
1700,177.8,89.81128926000001,M,green
1701,185.42000000000002,68.0388555,XS,blue
1702,177.8,92.53284348000001,XL,purple
1703,187.96,106.59420695,M,green
1704,180.34,108.8621688,M,green
1705,172.72,74.84274105,L,yellow
1706,172.72,95.2543977,S,red
1707,165.1,75.74992579,M,green
1708,167.64000000000001,83.00740371,S,red
1709,185.42000000000002,102.05828325,L,yellow
1710,185.42000000000002,92.98643585,M,green
1711,177.8,89.81128926000001,M,green
1712,187.96,104.32624510000001,M,green
1713,175.26,79.83225712000001,L,yellow
1714,172.72,63.502931800000006,M,green
1715,175.26,90.718474,L,yellow
1716,167.64000000000001,65.77089365,M,green
1717,172.72,70.30681735,L,yellow
1718,177.8,77.56429527,S,red
1719,172.72,67.58526313,L,yellow
1720,180.34,86.1825503,M,green
1721,175.26,81.6466266,L,yellow
1722,195.58,136.077711,L,yellow
1723,180.34,88.45051215000001,L,yellow
1724,172.72,64.41011654,M,green
1725,185.42000000000002,72.57477920000001,M,green
1726,180.34,81.6466266,L,yellow
1727,185.42000000000002,81.6466266,M,green
1728,182.88,104.32624510000001,L,yellow
1729,182.88,115.66605435000001,L,yellow
1730,175.26,80.73944186,L,yellow
1731,172.72,95.70799007000001,M,green
1732,185.42000000000002,104.32624510000001,L,yellow
1733,167.64000000000001,85.27536556,M,green
1734,172.72,88.45051215000001,L,yellow
1735,190.5,117.9340162,M,green
1736,167.64000000000001,73.48196394,L,yellow
1737,185.42000000000002,77.1107029,L,yellow
1738,170.18,77.1107029,S,red
1739,182.88,95.2543977,L,yellow
1740,182.88,103.41906036,XL,purple
1741,180.34,83.00740371,L,yellow
1742,182.88,90.718474,M,green
1743,182.88,69.39963261,L,yellow
1744,165.1,97.06876718000001,L,yellow
1745,167.64000000000001,83.46099608,L,yellow
1746,177.8,90.718474,L,yellow
1747,175.26,95.2543977,M,green
1748,187.96,104.77983747,L,yellow
1749,182.88,99.79032140000001,L,yellow
1750,182.88,98.88313666,L,yellow
1751,175.26,70.30681735,L,yellow
1752,172.72,70.30681735,M,green
1753,180.34,97.52235955,M,green
1754,172.72,96.61517481,XS,blue
1755,170.18,60.781377580000004,XL,purple
1756,177.8,85.72895793,M,green
1757,185.42000000000002,97.52235955,M,green
1758,180.34,81.6466266,S,red
1759,182.88,70.76040972,L,yellow
1760,185.42000000000002,97.52235955,M,green
1761,185.42000000000002,86.1825503,XL,purple
1762,175.26,70.30681735,XS,blue
1763,185.42000000000002,81.6466266,XL,purple
1764,172.72,90.718474,S,red
1765,187.96,88.45051215000001,M,green
1766,165.1,88.45051215000001,M,green
1767,172.72,92.98643585,L,yellow
1768,185.42000000000002,70.30681735,XL,purple
1769,177.8,84.82177319,M,green
1770,167.64000000000001,81.6466266,M,green
1771,185.42000000000002,86.1825503,S,red
1772,177.8,83.46099608,XL,purple
1773,175.26,86.1825503,XL,purple
1774,195.58,95.2543977,XL,purple
1775,193.04,83.91458845000001,XL,purple
1776,172.72,87.54332741,M,green
1777,180.34,108.8621688,M,green
1778,167.64000000000001,62.142154690000005,L,yellow
1779,187.96,117.9340162,M,green
1780,175.26,98.42954429000001,L,yellow
1781,177.8,79.37866475,M,green
1782,187.96,82.10021897,M,green
1783,177.8,86.1825503,XS,blue
1784,190.5,111.13013065000001,M,green
1785,182.88,88.45051215000001,S,red
1786,195.58,102.05828325,M,green
1787,193.04,120.20197805000001,M,green
1788,182.88,77.1107029,XS,blue
1789,177.8,113.3980925,S,red
1790,167.64000000000001,84.82177319,M,green
1791,172.72,77.1107029,XS,blue
1792,182.88,81.6466266,L,yellow
1793,180.34,85.27536556,XL,purple
1794,177.8,92.98643585,L,yellow
1795,182.88,95.2543977,L,yellow
1796,170.18,66.67807839000001,XS,blue
1797,182.88,78.01788764,L,yellow
1798,177.8,122.4699399,L,yellow
1799,190.5,90.718474,L,yellow
1800,185.42000000000002,104.32624510000001,L,yellow
1801,175.26,79.37866475,L,yellow
1802,177.8,90.718474,M,green
1803,175.26,95.70799007000001,L,yellow
1804,170.18,74.84274105,L,yellow
1805,175.26,79.37866475,XL,purple
1806,182.88,97.52235955,S,red
1807,190.5,113.3980925,S,red
1808,180.34,95.2543977,L,yellow
1809,175.26,65.77089365,L,yellow
1810,170.18,74.84274105,L,yellow
1811,182.88,87.54332741,M,green
1812,170.18,87.08973504000001,M,green
1813,170.18,61.23496995,XS,blue
1814,182.88,102.05828325,XL,purple
1815,180.34,81.6466266,M,green
1816,180.34,72.57477920000001,M,green
1817,182.88,90.718474,M,green
1818,180.34,58.9670081,M,green
1819,177.8,97.52235955,M,green
1820,185.42000000000002,85.72895793,L,yellow
1821,187.96,80.73944186,M,green
1822,175.26,79.37866475,M,green
1823,180.34,87.99691978,L,yellow
1824,172.72,68.0388555,M,green
1825,170.18,97.52235955,M,green
1826,190.5,88.45051215000001,M,green
1827,172.72,63.502931800000006,L,yellow
1828,175.26,75.74992579,M,green
1829,180.34,81.6466266,XS,blue
1830,177.8,70.30681735,M,green
1831,190.5,93.89362059,M,green
1832,177.8,97.52235955,L,yellow
1833,190.5,88.45051215000001,S,red
1834,187.96,88.45051215000001,XL,purple
1835,172.72,74.84274105,L,yellow
1836,185.42000000000002,102.96546799000001,L,yellow
1837,172.72,88.45051215000001,XL,purple
1838,180.34,68.94604024,XS,blue
1839,177.8,62.59574706,L,yellow
1840,165.1,72.57477920000001,S,red
1841,160.02,61.23496995,L,yellow
1842,190.5,115.66605435000001,M,green
1843,172.72,61.23496995,M,green
1844,175.26,82.55381134000001,M,green
1845,172.72,81.6466266,M,green
1846,172.72,90.718474,M,green
1847,185.42000000000002,68.94604024,XS,blue
1848,185.42000000000002,99.79032140000001,L,yellow
1849,185.42000000000002,84.36818082,S,red
1850,185.42000000000002,104.32624510000001,XS,blue
1851,172.72,70.30681735,M,green
1852,175.26,83.91458845000001,M,green
1853,177.8,72.57477920000001,M,green
1854,182.88,79.37866475,L,yellow
1855,175.26,83.91458845000001,L,yellow
1856,177.8,81.6466266,M,green
1857,185.42000000000002,90.718474,M,green
1858,180.34,89.35769689,M,green
1859,177.8,80.73944186,M,green
1860,180.34,79.37866475,M,green
1861,182.88,90.718474,M,green
1862,165.1,81.6466266,L,yellow
1863,180.34,70.30681735,M,green
1864,175.26,72.57477920000001,L,yellow
1865,175.26,98.42954429000001,L,yellow
1866,177.8,68.0388555,XL,purple
1867,175.26,82.55381134000001,L,yellow
1868,180.34,100.69750614,XL,purple
1869,187.96,88.45051215000001,XL,purple
1870,182.88,86.1825503,XS,blue
1871,177.8,63.502931800000006,M,green
1872,175.26,72.57477920000001,L,yellow
1873,175.26,83.91458845000001,M,green
1874,162.56,62.142154690000005,XL,purple
1875,170.18,71.66759446,L,yellow
1876,185.42000000000002,88.45051215000001,M,green
1877,177.8,87.08973504000001,XS,blue
1878,170.18,81.6466266,L,yellow
1879,180.34,79.37866475,XS,blue
1880,190.5,117.9340162,XS,blue
1881,185.42000000000002,88.45051215000001,L,yellow
1882,177.8,74.84274105,XS,blue
1883,180.34,74.84274105,L,yellow
1884,175.26,95.2543977,L,yellow
1885,167.64000000000001,58.05982336,M,green
1886,177.8,90.718474,L,yellow
1887,182.88,77.1107029,L,yellow
1888,170.18,74.84274105,L,yellow
1889,175.26,65.77089365,L,yellow
1890,175.26,83.91458845000001,L,yellow
1891,167.64000000000001,58.9670081,S,red
1892,175.26,95.2543977,XL,purple
1893,182.88,86.1825503,XS,blue
1894,182.88,95.2543977,XS,blue
1895,185.42000000000002,91.62565874,S,red
1896,185.42000000000002,68.0388555,L,yellow
1897,170.18,57.152638620000005,XL,purple
1898,185.42000000000002,81.6466266,XS,blue
1899,185.42000000000002,83.91458845000001,S,red
1900,177.8,95.2543977,L,yellow
1901,185.42000000000002,88.45051215000001,XL,purple
1902,182.88,90.718474,XL,purple
1903,190.5,122.4699399,XL,purple
1904,177.8,99.79032140000001,L,yellow
1905,182.88,72.57477920000001,L,yellow
1906,170.18,81.6466266,L,yellow
1907,182.88,96.16158244,S,red
1908,172.72,78.92507238,XL,purple
1909,170.18,81.6466266,M,green
1910,170.18,70.76040972,XL,purple
1911,175.26,74.84274105,L,yellow
1912,187.96,86.1825503,S,red
1913,180.34,113.3980925,XS,blue
1914,182.88,108.8621688,S,red
1915,182.88,107.04779932000001,M,green
1916,182.88,81.6466266,M,green
1917,175.26,81.19303423000001,XS,blue
1918,180.34,107.04779932000001,M,green
1919,175.26,71.66759446,M,green
1920,182.88,90.718474,M,green
1921,190.5,115.66605435000001,S,red
1922,193.04,122.4699399,M,green
1923,167.64000000000001,63.502931800000006,M,green
1924,195.58,127.00586360000001,XS,blue
1925,185.42000000000002,99.79032140000001,M,green
1926,177.8,90.718474,M,green
1927,152.4,99.79032140000001,M,green
1928,170.18,81.6466266,L,yellow
1929,182.88,77.1107029,M,green
1930,177.8,94.80080533,XS,blue
1931,175.26,78.01788764,L,yellow
1932,165.1,82.55381134000001,XS,blue
1933,175.26,97.06876718000001,L,yellow
1934,172.72,74.84274105,M,green
1935,185.42000000000002,106.59420695,M,green
1936,175.26,88.45051215000001,S,red
1937,175.26,80.73944186,M,green
1938,185.42000000000002,102.05828325,XS,blue
1939,177.8,95.2543977,L,yellow
1940,172.72,58.05982336,M,green
1941,177.8,88.45051215000001,XS,blue
1942,180.34,93.44002822,L,yellow
1943,175.26,78.01788764,M,green
1944,175.26,79.37866475,M,green
1945,170.18,88.45051215000001,XS,blue
1946,185.42000000000002,104.32624510000001,M,green
1947,175.26,86.1825503,XS,blue
1948,187.96,95.2543977,XL,purple
1949,172.72,79.37866475,XS,blue
1950,172.72,83.91458845000001,M,green
1951,175.26,74.38914868,M,green
1952,177.8,79.37866475,M,green
1953,177.8,95.2543977,XL,purple
1954,180.34,88.45051215000001,XS,blue
1955,198.12,111.13013065000001,XS,blue
1956,187.96,97.52235955,M,green
1957,170.18,71.21400209000001,M,green
1958,170.18,70.30681735,M,green
1959,177.8,90.718474,L,yellow
1960,185.42000000000002,77.1107029,L,yellow
1961,172.72,86.1825503,M,green
1962,167.64000000000001,67.13167076,M,green
1963,175.26,90.718474,XL,purple
1964,170.18,107.95498406,M,green
1965,157.48,89.81128926000001,L,yellow
1966,175.26,90.718474,M,green
1967,193.04,104.32624510000001,S,red
1968,170.18,68.0388555,XS,blue
1969,187.96,113.3980925,M,green
1970,167.64000000000001,89.81128926000001,M,green
1971,177.8,72.57477920000001,L,yellow
1972,193.04,98.42954429000001,M,green
1973,172.72,77.1107029,M,green
1974,177.8,90.718474,M,green
1975,172.72,97.52235955,XL,purple
1976,175.26,92.98643585,M,green
1977,180.34,90.718474,L,yellow
1978,187.96,84.36818082,L,yellow
1979,177.8,84.36818082,M,green
1980,180.34,104.32624510000001,XS,blue
1981,157.48,62.59574706,M,green
1982,203.2,63.502931800000006,L,yellow
1983,177.8,108.8621688,XS,blue
1984,175.26,76.20351816,M,green
1985,182.88,92.07925111,L,yellow
1986,185.42000000000002,82.55381134000001,L,yellow
1987,180.34,81.6466266,M,green
1988,177.8,76.20351816,M,green
1989,175.26,90.718474,XS,blue
1990,175.26,90.718474,S,red
1991,175.26,68.0388555,M,green
1992,170.18,68.0388555,XS,blue
1993,167.64000000000001,87.99691978,M,green
1994,175.26,104.32624510000001,M,green
1995,185.42000000000002,102.05828325,M,green
1996,187.96,113.3980925,M,green
1997,175.26,111.13013065000001,M,green
1998,175.26,81.6466266,M,green
1999,170.18,67.13167076,L,yellow
2000,175.26,82.10021897,M,green
2001,187.96,79.37866475,L,yellow
2002,172.72,72.57477920000001,XS,blue
2003,165.1,58.9670081,L,yellow
2004,172.72,81.6466266,XL,purple
2005,177.8,86.1825503,M,green
2006,182.88,115.66605435000001,M,green
2007,177.8,102.05828325,L,yellow
2008,180.34,99.79032140000001,XS,blue
2009,177.8,92.98643585,S,red
2010,182.88,92.53284348000001,L,yellow
2011,182.88,87.08973504000001,S,red
2012,185.42000000000002,97.52235955,S,red
2013,190.5,89.81128926000001,M,green
2014,185.42000000000002,102.05828325,XS,blue
2015,167.64000000000001,92.53284348000001,M,green
2016,180.34,79.37866475,M,green
2017,182.88,86.1825503,L,yellow
2018,177.8,106.59420695,M,green
2019,160.02,70.30681735,L,yellow
2020,180.34,95.2543977,L,yellow
2021,175.26,70.30681735,XL,purple
2022,172.72,85.27536556,M,green
2023,172.72,63.502931800000006,S,red
2024,180.34,61.23496995,M,green
2025,187.96,99.79032140000001,M,green
2026,182.88,84.82177319,L,yellow
2027,182.88,81.6466266,S,red
2028,177.8,97.52235955,M,green
2029,177.8,76.65711053,L,yellow
2030,175.26,77.1107029,XL,purple
2031,172.72,72.57477920000001,L,yellow
2032,160.02,61.68856232,S,red
2033,193.04,86.1825503,M,green
2034,180.34,62.142154690000005,M,green
2035,177.8,68.0388555,XL,purple
2036,180.34,74.84274105,S,red
2037,172.72,100.24391377,M,green
2038,180.34,62.142154690000005,M,green
2039,175.26,77.1107029,XL,purple
2040,177.8,71.21400209000001,XL,purple
2041,182.88,86.1825503,S,red
2042,162.56,77.1107029,L,yellow
2043,177.8,86.1825503,L,yellow
2044,195.58,127.00586360000001,M,green
2045,170.18,63.502931800000006,S,red
2046,182.88,61.68856232,M,green
2047,187.96,106.59420695,M,green
2048,182.88,115.66605435000001,L,yellow
2049,175.26,92.53284348000001,L,yellow
2050,170.18,73.02837157,XL,purple
2051,187.96,86.1825503,M,green
2052,167.64000000000001,72.57477920000001,L,yellow
2053,167.64000000000001,77.1107029,M,green
2054,180.34,86.1825503,L,yellow
2055,177.8,72.57477920000001,L,yellow
2056,172.72,81.6466266,M,green
2057,175.26,98.88313666,S,red
2058,167.64000000000001,65.77089365,XL,purple
2059,177.8,93.44002822,XS,blue
2060,190.5,72.57477920000001,M,green
2061,170.18,88.45051215000001,S,red
2062,187.96,81.6466266,M,green
2063,170.18,108.8621688,XS,blue
2064,175.26,90.718474,L,yellow
2065,185.42000000000002,74.84274105,M,green
2066,167.64000000000001,67.13167076,L,yellow
2067,190.5,97.52235955,M,green
2068,177.8,74.84274105,L,yellow
2069,182.88,80.28584949,L,yellow
2070,175.26,61.23496995,L,yellow
2071,165.1,68.0388555,M,green
2072,165.1,72.57477920000001,XL,purple
2073,170.18,86.1825503,L,yellow
2074,172.72,90.718474,L,yellow
2075,180.34,83.91458845000001,M,green
2076,177.8,79.37866475,XL,purple
2077,175.26,99.79032140000001,XL,purple
2078,177.8,95.2543977,L,yellow
2079,175.26,101.15109851000001,XL,purple
2080,180.34,77.1107029,L,yellow
2081,177.8,95.2543977,L,yellow
2082,182.88,124.73790175,L,yellow
2083,175.26,80.73944186,XL,purple
2084,182.88,86.1825503,M,green
2085,177.8,113.85168487,XS,blue
2086,177.8,92.07925111,M,green
2087,172.72,79.37866475,XL,purple
2088,172.72,79.37866475,L,yellow
2089,170.18,99.79032140000001,M,green
2090,172.72,97.06876718000001,L,yellow
2091,185.42000000000002,90.718474,XS,blue
2092,177.8,88.90410452,XS,blue
2093,180.34,99.79032140000001,XS,blue
2094,177.8,81.6466266,M,green
2095,165.1,73.93555631000001,S,red
2096,182.88,81.6466266,L,yellow
2097,175.26,108.8621688,XS,blue
2098,180.34,127.00586360000001,L,yellow
2099,193.04,104.32624510000001,L,yellow
2100,175.26,70.30681735,XL,purple
2101,165.1,65.77089365,M,green
2102,177.8,127.00586360000001,L,yellow
2103,177.8,95.2543977,L,yellow
2104,185.42000000000002,77.1107029,S,red
2105,187.96,83.91458845000001,M,green
2106,190.5,87.08973504000001,M,green
2107,170.18,83.46099608,S,red
2108,177.8,82.55381134000001,M,green
2109,172.72,63.04933943,S,red
2110,175.26,83.91458845000001,M,green
2111,177.8,73.02837157,L,yellow
2112,175.26,87.54332741,L,yellow
2113,177.8,106.59420695,XL,purple
2114,170.18,72.57477920000001,M,green
2115,175.26,70.30681735,XL,purple
2116,180.34,113.3980925,S,red
2117,165.1,57.60623099,XL,purple
2118,167.64000000000001,70.30681735,S,red
2119,177.8,100.69750614,M,green
2120,187.96,80.73944186,XS,blue
2121,177.8,90.718474,XS,blue
2122,185.42000000000002,86.1825503,M,green
2123,167.64000000000001,82.55381134000001,L,yellow
2124,180.34,90.718474,L,yellow
2125,177.8,88.45051215000001,L,yellow
2126,172.72,97.52235955,L,yellow
2127,167.64000000000001,67.13167076,L,yellow
2128,170.18,77.1107029,M,green
2129,167.64000000000001,83.91458845000001,L,yellow
2130,190.5,74.84274105,M,green
2131,177.8,74.84274105,M,green
2132,172.72,72.57477920000001,XS,blue
2133,177.8,81.6466266,S,red
2134,175.26,95.2543977,L,yellow
2135,165.1,64.86370891,M,green
2136,175.26,88.45051215000001,XS,blue
2137,180.34,88.45051215000001,XS,blue
2138,190.5,136.077711,L,yellow
2139,185.42000000000002,102.05828325,XS,blue
2140,167.64000000000001,61.23496995,L,yellow
2141,182.88,81.6466266,L,yellow
2142,185.42000000000002,88.45051215000001,L,yellow
2143,177.8,89.81128926000001,XL,purple
2144,187.96,84.36818082,XL,purple
2145,182.88,102.05828325,M,green
2146,177.8,91.17206637000001,S,red
2147,182.88,74.84274105,S,red
2148,177.8,78.01788764,XL,purple
2149,185.42000000000002,79.37866475,XS,blue
2150,180.34,83.91458845000001,L,yellow
2151,187.96,99.79032140000001,M,green
2152,170.18,68.0388555,XL,purple
2153,180.34,70.30681735,XS,blue
2154,180.34,83.91458845000001,M,green
2155,187.96,111.58372302000001,XL,purple
2156,177.8,81.19303423000001,XL,purple
2157,177.8,74.84274105,XL,purple
2158,182.88,72.57477920000001,L,yellow
2159,175.26,71.21400209000001,L,yellow
2160,200.66,90.718474,XL,purple
2161,177.8,97.52235955,XS,blue
2162,177.8,81.6466266,L,yellow
2163,177.8,80.73944186,M,green
2164,177.8,80.28584949,XL,purple
2165,167.64000000000001,81.6466266,M,green
2166,167.64000000000001,77.1107029,M,green
2167,170.18,74.84274105,XL,purple
2168,180.34,95.2543977,XL,purple
2169,167.64000000000001,86.1825503,M,green
2170,177.8,89.81128926000001,M,green
2171,177.8,102.05828325,M,green
2172,177.8,124.73790175,XL,purple
2173,180.34,102.05828325,XL,purple
2174,180.34,104.32624510000001,XL,purple
2175,170.18,89.81128926000001,L,yellow
2176,198.12,116.57323909,L,yellow
2177,185.42000000000002,126.55227123,S,red
2178,182.88,95.2543977,M,green
2179,175.26,74.84274105,M,green
2180,162.56,67.13167076,M,green
2181,167.64000000000001,72.57477920000001,XL,purple
2182,167.64000000000001,79.37866475,XL,purple
2183,180.34,83.91458845000001,L,yellow
2184,177.8,74.84274105,L,yellow
2185,170.18,90.718474,L,yellow
2186,182.88,79.37866475,L,yellow
2187,177.8,92.98643585,L,yellow
2188,185.42000000000002,106.14061458,L,yellow
2189,187.96,93.44002822,M,green
2190,170.18,68.0388555,M,green
2191,182.88,96.16158244,L,yellow
2192,177.8,68.0388555,S,red
2193,177.8,92.98643585,L,yellow
2194,187.96,88.90410452,M,green
2195,167.64000000000001,77.1107029,M,green
2196,165.1,80.28584949,L,yellow
2197,180.34,107.04779932000001,L,yellow
2198,177.8,97.52235955,M,green
2199,180.34,87.99691978,L,yellow
2200,177.8,77.1107029,M,green
2201,182.88,81.6466266,L,yellow
2202,162.56,69.39963261,XL,purple
2203,175.26,81.6466266,M,green
2204,167.64000000000001,88.45051215000001,L,yellow
2205,182.88,89.81128926000001,L,yellow
2206,180.34,77.1107029,M,green
2207,175.26,77.1107029,M,green
2208,182.88,92.98643585,XS,blue
2209,175.26,70.30681735,L,yellow
2210,182.88,92.07925111,M,green
2211,187.96,108.8621688,L,yellow
2212,175.26,68.0388555,M,green
