height,weight,size,color
157.48,67.58526313,,
162.56,65.77089365,,
167.64,78.92507238,,
157.48,61.23496995,,
167.64,72.57477920000001,,
157.48,70.76040972,,
172.72,71.66759446,,
154.94,59.874192840000006,,
177.8,81.19303423000001,,
162.56,74.84274105,,
157.48,62.59574706,,
162.56,58.9670081,,
165.1,58.05982336,,
172.72,83.91458845000001,,
154.94,93.44002822,,
154.94,57.152638620000005,,
170.18,54.4310844,,
162.56,52.61671492,,
167.64,60.32778521,,
170.18,85.72895793,,
175.26,81.6466266,,
175.26,70.30681735,,
172.72,71.21400209000001,,
172.72,61.23496995,,
157.48,77.56429527,,
152.4,44.45205226,,
160.02,48.98797596,,
157.48,58.9670081,,
165.1,74.84274105,,
170.18,76.65711053,,
162.56,62.59574706,,
157.48,64.41011654,,
167.64,70.30681735,,
172.72,70.30681735,,
175.26,71.21400209000001,,
167.64,64.86370891,,
152.4,86.1825503,,
149.86,72.57477920000001,,
157.48,68.94604024,,
157.48,63.502931800000006,,
162.56,63.502931800000006,,
162.56,56.69904625,,
170.18,109.76935354,,
170.18,73.48196394,,
162.56,70.30681735,,
167.64,58.9670081,,
175.26,83.91458845000001,,
160.02,58.513415730000006,,
154.94,65.77089365,,
157.48,60.78137758,,
175.26,64.86370891,,
157.48,62.59574706,,
165.1,61.68856232,,
162.56,58.9670081,,
154.94,46.72001411,,
167.64,68.0388555,,
172.72,79.83225712000001,,
152.4,60.32778521,,
157.48,62.59574706,,
157.48,68.94604024,,
154.94,46.72001411,,
157.48,70.30681735,,
162.56,53.523899660000005,,
162.56,55.79186151,,
152.4,58.05982336,,
180.34,79.37866475,,
162.56,50.34875307,,
162.56,50.80234544,,
170.18,75.74992579,,
177.8,69.39963261,,
167.64,54.4310844,,
162.56,65.77089365,,
170.18,63.502931800000006,,
167.64,65.77089365,,
165.1,68.0388555,,
165.1,79.83225712000001,,
160.02,64.41011654,,
172.72,90.718474,,
160.02,61.23496995,,
162.56,51.70953018,,
170.18,67.13167076,,
175.26,77.1107029,,
154.94,64.86370891,,
167.64,90.718474,,
170.18,66.22448602,,
149.86,45.81282937,,
162.56,62.59574706,,
177.8,56.69904625,,
162.56,51.70953018,,
170.18,73.48196394,,
154.94,61.23496995,,
177.8,67.13167076,,
172.72,87.54332741,,
160.02,61.23496995,,
160.02,62.59574706,,
152.4,68.0388555,,
160.02,53.523899660000005,,
149.86,46.266421740000006,,
172.72,81.19303423000001,,
157.48,63.04933943,,
160.02,57.152638620000005,,
157.48,55.33826914,,
160.02,68.0388555,,
167.64,74.84274105,,
147.32,61.68856232,,
167.64,99.33672903,,
160.02,58.9670081,,
162.56,70.30681735,,
157.48,52.16312255,,
157.48,55.33826914,,
152.4,58.9670081,,
162.56,63.502931800000006,,
170.18,55.79186151,,
162.56,72.57477920000001,,
157.48,58.9670081,,
177.8,81.6466266,,
165.1,60.78137758,,
162.56,68.94604024,,
177.8,65.77089365,,
157.48,61.23496995,,
167.64,69.39963261,,
167.64,67.13167076,,
162.56,53.523899660000005,,
162.56,60.32778521,,
165.1,73.02837157,,
162.56,58.05982336,,
165.1,69.39963261,,
162.56,75.29633342000001,,
167.64,73.02837157,,
162.56,69.85322498000001,,
162.56,51.70953018,,
175.26,70.30681735,,
157.48,59.874192840000006,,
177.8,104.3262451,,
167.64,92.53284348,,
160.02,74.84274105,,
165.1,86.1825503,,
160.02,76.20351816,,
154.94,49.895160700000005,,
170.18,63.502931800000006,,
167.64,70.30681735,,
165.1,83.91458845000001,,
167.64,65.77089365,,
162.56,77.1107029,,
170.18,74.84274105,,
167.64,77.1107029,,
160.02,69.39963261,,
167.64,70.30681735,,
165.1,92.07925111,,
157.48,83.46099608,,
149.86,57.152638620000005,,
175.26,63.502931800000006,,
172.72,86.1825503,,
162.56,61.23496995,,
170.18,58.05982336,,
157.48,70.76040972,,
157.48,58.9670081,,
172.72,70.76040972,,
170.18,67.58526313,,
152.4,58.513415730000006,,
160.02,81.6466266,,
167.64,86.1825503,,
175.26,90.718474,,
167.64,64.41011654,,
165.1,74.38914868,,
170.18,72.57477920000001,,
157.48,61.23496995,,
157.48,68.0388555,,
154.94,67.13167076,,
162.56,77.1107029,,
152.4,61.23496995,,
177.8,70.30681735,,
157.48,52.61671492,,
177.8,77.1107029,,
162.56,72.57477920000001,,
162.56,73.93555631000001,,
177.8,89.35769689,,
170.18,78.47148001000001,,
157.48,62.59574706,,
182.88,88.45051215000001,,
177.8,97.52235955,,
162.56,66.67807839000001,,
157.48,58.05982336,,
160.02,68.0388555,,
160.02,77.1107029,,
157.48,52.61671492,,
162.56,64.41011654,,
162.56,78.01788764,,
162.56,72.12118683,,
170.18,62.59574706,,
167.64,77.1107029,,
152.4,71.66759446,,
175.26,89.81128926000001,,
157.48,64.86370891,,
170.18,67.13167076,,
172.72,58.05982336,,
172.72,68.0388555,,
165.1,76.65711053,,
157.48,63.95652417,,
162.56,63.502931800000006,,
154.94,47.62719885,,
160.02,56.24545388,,
172.72,75.29633342000001,,
170.18,81.6466266,,
160.02,68.0388555,,
167.64,76.20351816,,
160.02,60.32778521,,
167.64,59.874192840000006,,
